commodity,variety,grade,min_price,modal_price,max_price,date,state,district,market,buffer_stock_qty_kg
Milk,Toned,FAQ,52.28,55.58,60.43,2025-07-22,Delhi,Delhi,Azadpur APMC,5316
Wheat,Sharbati,FAQ,26.12,28.09,29.61,2025-10-29,Maharashtra,Mumbai,Vashi APMC,4800
Mustard Oil,Kachi Ghani,FAQ,113.36,122.26,129.84,2025-11-04,Delhi,Delhi,Azadpur APMC,7243
Tomato,Hybrid,FAQ,32.29,34.67,36.91,2025-11-22,Maharashtra,Mumbai,Vashi APMC,5297
Mustard Oil,Kachi Ghani,FAQ,131.69,145.03,153.37,2025-06-12,Maharashtra,Mumbai,Vashi APMC,4973
Moong Dal,Split,FAQ,88.92,95.56,100.75,2024-12-21,Delhi,Delhi,Azadpur APMC,5384
Tur Dal,Unpolished,FAQ,97.86,105.3,114.97,2025-01-04,Maharashtra,Mumbai,Vashi APMC,5045
Urad Dal,Black,FAQ,88.01,92.86,98.97,2024-11-19,Karnataka,Bengaluru,Yeshwantpur APMC,6482
Soya Oil,Refined,FAQ,129.5,137.0,146.21,2025-03-31,Uttar Pradesh,Lucknow,Dubagga Mandi,3853
Milk,Toned,FAQ,52.57,56.86,60.72,2025-02-22,Karnataka,Bengaluru,Yeshwantpur APMC,5198
Mustard Oil,Kachi Ghani,FAQ,125.81,137.69,147.51,2025-06-25,Maharashtra,Mumbai,Vashi APMC,5262
Mustard Oil,Kachi Ghani,FAQ,120.48,128.3,138.65,2025-10-26,Karnataka,Bengaluru,Yeshwantpur APMC,6518
Masoor Dal,Red,FAQ,80.35,87.06,95.62,2025-06-08,Uttar Pradesh,Lucknow,Dubagga Mandi,4926
Masoor Dal,Red,FAQ,63.58,68.45,74.14,2024-12-17,Delhi,Delhi,Azadpur APMC,6937
Tur Dal,Unpolished,FAQ,125.6,132.69,140.28,2025-05-22,Delhi,Delhi,Azadpur APMC,2918
Sugar,M-30,FAQ,44.13,47.87,52.51,2025-05-03,Delhi,Delhi,Azadpur APMC,4376
Salt,Iodized,FAQ,17.64,19.59,21.1,2024-12-10,Karnataka,Bengaluru,Yeshwantpur APMC,4684
Potato,Desi/Local,FAQ,27.55,29.57,31.47,2025-01-29,Delhi,Delhi,Azadpur APMC,4844
Milk,Toned,FAQ,44.15,48.2,52.72,2025-09-09,Maharashtra,Mumbai,Vashi APMC,5572
Tur Dal,Unpolished,FAQ,101.44,112.14,119.81,2025-06-28,Delhi,Delhi,Azadpur APMC,4988
Potato,Desi/Local,FAQ,21.91,24.3,26.43,2024-12-17,Karnataka,Bengaluru,Yeshwantpur APMC,5175
Tomato,Hybrid,FAQ,49.92,54.25,58.52,2025-04-24,Uttar Pradesh,Lucknow,Dubagga Mandi,3805
Salt,Iodized,FAQ,20.04,21.86,23.7,2025-04-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4497
Gram Dal,Desi,FAQ,70.22,74.22,80.84,2025-01-12,Delhi,Delhi,Azadpur APMC,4726
Tomato,Hybrid,FAQ,35.48,38.82,42.66,2025-07-26,Karnataka,Bengaluru,Yeshwantpur APMC,5323
Onion,Red/Nashik,FAQ,44.31,48.56,51.72,2025-04-14,Delhi,Delhi,Azadpur APMC,3928
Soya Oil,Refined,FAQ,116.75,127.69,136.4,2025-09-09,Maharashtra,Mumbai,Vashi APMC,4727
Mustard Oil,Kachi Ghani,FAQ,137.69,152.75,163.89,2025-03-27,Karnataka,Bengaluru,Yeshwantpur APMC,3279
Green Chilli,Teja,FAQ,53.8,58.52,63.36,2025-10-18,Karnataka,Bengaluru,Yeshwantpur APMC,4965
Atta,Whole Wheat,FAQ,38.02,40.76,43.26,2025-04-04,Delhi,Delhi,Azadpur APMC,4755
Groundnut Oil,Filtered,FAQ,158.65,175.95,189.11,2025-08-12,Delhi,Delhi,Azadpur APMC,5140
Sunflower Oil,Refined,FAQ,111.65,117.72,124.93,2024-11-17,Delhi,Delhi,Azadpur APMC,6604
Mustard Oil,Kachi Ghani,FAQ,123.4,131.21,139.8,2025-10-05,Delhi,Delhi,Azadpur APMC,5401
Sugar,M-30,FAQ,44.91,47.63,51.74,2025-05-20,Maharashtra,Mumbai,Vashi APMC,4490
Tomato,Hybrid,FAQ,30.12,32.41,34.34,2025-10-12,Karnataka,Bengaluru,Yeshwantpur APMC,6065
Sugar,M-30,FAQ,39.41,42.92,45.73,2025-09-14,Karnataka,Bengaluru,Yeshwantpur APMC,4537
Ginger,Local,FAQ,80.12,86.68,93.69,2025-07-04,Maharashtra,Mumbai,Vashi APMC,4985
Palm Oil,Imported,FAQ,80.39,87.97,96.45,2025-08-02,Karnataka,Bengaluru,Yeshwantpur APMC,5861
Tomato,Hybrid,FAQ,39.79,42.17,45.26,2025-06-23,Karnataka,Bengaluru,Yeshwantpur APMC,5269
Salt,Iodized,FAQ,16.34,17.58,18.69,2024-11-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4832
Salt,Iodized,FAQ,18.36,19.39,21.01,2025-07-28,Maharashtra,Mumbai,Vashi APMC,4965
Milk,Toned,FAQ,52.31,57.43,61.14,2025-06-04,Uttar Pradesh,Lucknow,Dubagga Mandi,5097
Rice,Basmati/Common,FAQ,40.36,44.11,48.05,2025-09-13,Uttar Pradesh,Lucknow,Dubagga Mandi,4981
Salt,Iodized,FAQ,19.52,20.74,22.56,2025-06-07,Uttar Pradesh,Lucknow,Dubagga Mandi,4844
Tur Dal,Unpolished,FAQ,92.9,101.19,106.97,2025-08-10,Karnataka,Bengaluru,Yeshwantpur APMC,6012
Palm Oil,Imported,FAQ,85.91,91.63,99.61,2025-08-30,Maharashtra,Mumbai,Vashi APMC,5567
Soya Oil,Refined,FAQ,120.4,130.26,142.04,2025-02-07,Delhi,Delhi,Azadpur APMC,4903
Tur Dal,Unpolished,FAQ,103.14,111.79,117.87,2025-09-29,Uttar Pradesh,Lucknow,Dubagga Mandi,4774
Palm Oil,Imported,FAQ,89.47,95.54,101.41,2025-06-08,Maharashtra,Mumbai,Vashi APMC,4566
Sugar,M-30,FAQ,44.06,46.89,51.16,2025-02-28,Maharashtra,Mumbai,Vashi APMC,4279
Palm Oil,Imported,FAQ,83.69,92.46,100.55,2025-01-25,Karnataka,Bengaluru,Yeshwantpur APMC,5600
Urad Dal,Black,FAQ,98.36,107.72,115.32,2025-06-23,Delhi,Delhi,Azadpur APMC,4596
Groundnut Oil,Filtered,FAQ,177.52,190.43,203.72,2024-12-31,Maharashtra,Mumbai,Vashi APMC,4022
Mustard Oil,Kachi Ghani,FAQ,130.96,144.65,157.62,2025-07-01,Delhi,Delhi,Azadpur APMC,4504
Wheat,Sharbati,FAQ,26.92,29.29,31.31,2025-03-17,Maharashtra,Mumbai,Vashi APMC,4895
Gram Dal,Desi,FAQ,74.54,82.07,88.47,2025-03-23,Uttar Pradesh,Lucknow,Dubagga Mandi,3996
Green Chilli,Teja,FAQ,48.57,53.22,56.82,2024-10-25,Delhi,Delhi,Azadpur APMC,5954
Masoor Dal,Red,FAQ,81.23,89.68,95.17,2025-06-14,Maharashtra,Mumbai,Vashi APMC,4554
Urad Dal,Black,FAQ,102.34,108.99,118.49,2025-05-04,Delhi,Delhi,Azadpur APMC,4165
Groundnut Oil,Filtered,FAQ,161.53,170.8,185.69,2025-08-06,Uttar Pradesh,Lucknow,Dubagga Mandi,5801
Groundnut Oil,Filtered,FAQ,149.48,161.62,175.87,2024-12-19,Delhi,Delhi,Azadpur APMC,6618
Rice,Basmati/Common,FAQ,47.83,52.11,56.72,2025-05-16,Delhi,Delhi,Azadpur APMC,4471
Atta,Whole Wheat,FAQ,36.87,40.19,42.53,2025-05-01,Uttar Pradesh,Lucknow,Dubagga Mandi,4788
Atta,Whole Wheat,FAQ,35.38,37.34,39.71,2025-05-19,Delhi,Delhi,Azadpur APMC,4279
Sunflower Oil,Refined,FAQ,116.41,126.5,134.01,2025-07-25,Karnataka,Bengaluru,Yeshwantpur APMC,5370
Tomato,Hybrid,FAQ,25.58,27.63,29.41,2024-11-07,Maharashtra,Mumbai,Vashi APMC,5754
Mustard Oil,Kachi Ghani,FAQ,134.88,142.59,150.32,2025-01-31,Maharashtra,Mumbai,Vashi APMC,5071
Wheat,Sharbati,FAQ,33.42,36.18,38.34,2025-05-18,Delhi,Delhi,Azadpur APMC,4854
Mustard Oil,Kachi Ghani,FAQ,118.04,126.19,137.38,2025-10-30,Uttar Pradesh,Lucknow,Dubagga Mandi,6490
Milk,Toned,FAQ,49.12,52.36,55.78,2025-07-30,Uttar Pradesh,Lucknow,Dubagga Mandi,5481
Garlic,Desi,FAQ,107.68,118.71,128.41,2024-11-23,Uttar Pradesh,Lucknow,Dubagga Mandi,4828
Salt,Iodized,FAQ,17.92,19.31,21.18,2025-07-22,Maharashtra,Mumbai,Vashi APMC,5525
Gram Dal,Desi,FAQ,73.19,77.75,84.46,2025-05-19,Karnataka,Bengaluru,Yeshwantpur APMC,4956
Sugar,M-30,FAQ,39.07,42.01,44.33,2025-08-05,Uttar Pradesh,Lucknow,Dubagga Mandi,5405
Sunflower Oil,Refined,FAQ,146.22,156.47,169.93,2025-03-29,Uttar Pradesh,Lucknow,Dubagga Mandi,1982
Palm Oil,Imported,FAQ,81.65,86.32,93.57,2025-07-12,Uttar Pradesh,Lucknow,Dubagga Mandi,5836
Rice,Basmati/Common,FAQ,44.03,48.51,52.85,2025-02-04,Karnataka,Bengaluru,Yeshwantpur APMC,4535
Moong Dal,Split,FAQ,88.15,94.81,101.27,2025-11-19,Maharashtra,Mumbai,Vashi APMC,5087
Rice,Basmati/Common,FAQ,39.02,43.07,45.44,2024-11-11,Maharashtra,Mumbai,Vashi APMC,4836
Atta,Whole Wheat,FAQ,34.81,37.46,39.61,2025-02-25,Delhi,Delhi,Azadpur APMC,4631
Milk,Toned,FAQ,47.68,51.35,54.88,2025-10-07,Uttar Pradesh,Lucknow,Dubagga Mandi,5041
Onion,Red/Nashik,FAQ,30.08,32.01,34.52,2025-07-16,Delhi,Delhi,Azadpur APMC,5150
Urad Dal,Black,FAQ,85.4,90.69,95.63,2024-10-22,Maharashtra,Mumbai,Vashi APMC,6822
Gram Dal,Desi,FAQ,71.46,78.57,84.13,2024-12-23,Delhi,Delhi,Azadpur APMC,4154
Potato,Desi/Local,FAQ,16.24,17.56,19.15,2025-09-05,Maharashtra,Mumbai,Vashi APMC,5271
Palm Oil,Imported,FAQ,83.18,91.93,98.7,2025-10-19,Maharashtra,Mumbai,Vashi APMC,5690
Wheat,Sharbati,FAQ,28.45,30.49,32.57,2025-11-18,Delhi,Delhi,Azadpur APMC,4545
Rice,Basmati/Common,FAQ,41.59,46.08,49.89,2025-07-05,Karnataka,Bengaluru,Yeshwantpur APMC,5130
Groundnut Oil,Filtered,FAQ,180.63,196.46,208.64,2025-05-24,Uttar Pradesh,Lucknow,Dubagga Mandi,3619
Green Chilli,Teja,FAQ,54.16,59.23,64.36,2025-08-20,Delhi,Delhi,Azadpur APMC,5483
Sugar,M-30,FAQ,31.55,34.96,37.4,2025-08-29,Maharashtra,Mumbai,Vashi APMC,5250
Salt,Iodized,FAQ,21.32,23.09,24.49,2025-04-13,Maharashtra,Mumbai,Vashi APMC,4876
Wheat,Sharbati,FAQ,28.05,30.31,32.07,2025-06-29,Maharashtra,Mumbai,Vashi APMC,4949
Tur Dal,Unpolished,FAQ,119.99,128.97,137.04,2025-04-14,Karnataka,Bengaluru,Yeshwantpur APMC,3366
Salt,Iodized,FAQ,19.91,21.05,22.16,2025-07-06,Maharashtra,Mumbai,Vashi APMC,5081
Soya Oil,Refined,FAQ,117.49,127.3,134.17,2025-04-03,Maharashtra,Mumbai,Vashi APMC,5076
Green Chilli,Teja,FAQ,56.41,61.63,67.43,2025-01-25,Delhi,Delhi,Azadpur APMC,4876
Onion,Red/Nashik,FAQ,31.55,33.94,36.83,2025-01-07,Maharashtra,Mumbai,Vashi APMC,4787
Soya Oil,Refined,FAQ,119.96,131.34,143.69,2025-06-21,Uttar Pradesh,Lucknow,Dubagga Mandi,4475
Sunflower Oil,Refined,FAQ,109.73,121.28,128.13,2025-09-24,Uttar Pradesh,Lucknow,Dubagga Mandi,6308
Tur Dal,Unpolished,FAQ,98.64,108.46,115.47,2024-12-10,Delhi,Delhi,Azadpur APMC,5615
Tomato,Hybrid,FAQ,32.57,35.93,38.52,2025-08-03,Delhi,Delhi,Azadpur APMC,5124
Potato,Desi/Local,FAQ,28.17,29.73,32.46,2025-02-22,Maharashtra,Mumbai,Vashi APMC,4684
Palm Oil,Imported,FAQ,86.92,91.89,99.41,2025-08-18,Maharashtra,Mumbai,Vashi APMC,5523
Garlic,Desi,FAQ,115.94,126.71,134.61,2025-05-31,Karnataka,Bengaluru,Yeshwantpur APMC,3980
Sugar,M-30,FAQ,36.9,38.96,42.46,2024-11-04,Maharashtra,Mumbai,Vashi APMC,5519
Mustard Oil,Kachi Ghani,FAQ,149.19,162.48,174.26,2025-03-05,Karnataka,Bengaluru,Yeshwantpur APMC,2311
Ginger,Local,FAQ,93.92,103.3,111.1,2025-02-07,Uttar Pradesh,Lucknow,Dubagga Mandi,3245
Onion,Red/Nashik,FAQ,36.94,39.08,42.0,2025-06-18,Delhi,Delhi,Azadpur APMC,4202
Milk,Toned,FAQ,49.01,53.02,58.21,2024-11-13,Maharashtra,Mumbai,Vashi APMC,5048
Onion,Red/Nashik,FAQ,41.71,44.08,46.51,2025-05-05,Delhi,Delhi,Azadpur APMC,4227
Urad Dal,Black,FAQ,97.78,103.85,111.17,2025-11-23,Karnataka,Bengaluru,Yeshwantpur APMC,5259
Gram Dal,Desi,FAQ,65.98,72.05,76.8,2024-10-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5314
Atta,Whole Wheat,FAQ,33.62,36.21,39.62,2025-10-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4575
Green Chilli,Teja,FAQ,55.96,62.11,67.25,2025-02-19,Karnataka,Bengaluru,Yeshwantpur APMC,5214
Atta,Whole Wheat,FAQ,35.0,38.28,40.54,2025-06-26,Uttar Pradesh,Lucknow,Dubagga Mandi,4493
Milk,Toned,FAQ,51.28,56.7,60.91,2025-03-03,Karnataka,Bengaluru,Yeshwantpur APMC,4739
Garlic,Desi,FAQ,104.3,113.07,122.42,2025-09-03,Karnataka,Bengaluru,Yeshwantpur APMC,5436
Rice,Basmati/Common,FAQ,44.41,48.8,51.29,2025-04-27,Maharashtra,Mumbai,Vashi APMC,4483
Masoor Dal,Red,FAQ,70.7,77.37,84.31,2025-10-27,Delhi,Delhi,Azadpur APMC,5418
Moong Dal,Split,FAQ,81.42,87.4,95.6,2024-11-05,Uttar Pradesh,Lucknow,Dubagga Mandi,5443
Palm Oil,Imported,FAQ,93.79,99.8,109.1,2025-06-17,Maharashtra,Mumbai,Vashi APMC,4380
Soya Oil,Refined,FAQ,105.64,112.07,120.73,2024-11-19,Karnataka,Bengaluru,Yeshwantpur APMC,6264
Mustard Oil,Kachi Ghani,FAQ,124.79,136.73,148.02,2024-11-24,Maharashtra,Mumbai,Vashi APMC,5182
Sunflower Oil,Refined,FAQ,113.6,123.21,134.81,2025-09-25,Uttar Pradesh,Lucknow,Dubagga Mandi,5963
Wheat,Sharbati,FAQ,27.93,30.05,32.65,2025-10-11,Maharashtra,Mumbai,Vashi APMC,5371
Moong Dal,Split,FAQ,90.98,95.97,104.48,2025-08-11,Maharashtra,Mumbai,Vashi APMC,4840
Potato,Desi/Local,FAQ,27.88,30.92,33.7,2025-05-24,Uttar Pradesh,Lucknow,Dubagga Mandi,4779
Garlic,Desi,FAQ,114.91,121.06,131.98,2025-04-13,Karnataka,Bengaluru,Yeshwantpur APMC,4935
Palm Oil,Imported,FAQ,98.56,104.06,110.74,2025-06-26,Maharashtra,Mumbai,Vashi APMC,3601
Wheat,Sharbati,FAQ,27.29,30.07,31.65,2025-05-15,Uttar Pradesh,Lucknow,Dubagga Mandi,4663
Gram Dal,Desi,FAQ,65.48,71.14,75.42,2025-10-31,Karnataka,Bengaluru,Yeshwantpur APMC,5523
Milk,Toned,FAQ,62.84,68.51,72.68,2025-03-29,Uttar Pradesh,Lucknow,Dubagga Mandi,3179
Onion,Red/Nashik,FAQ,28.8,31.24,32.84,2024-12-16,Delhi,Delhi,Azadpur APMC,4958
Rice,Basmati/Common,FAQ,38.69,42.87,45.76,2024-12-25,Karnataka,Bengaluru,Yeshwantpur APMC,5627
Potato,Desi/Local,FAQ,21.98,24.0,25.23,2024-12-18,Maharashtra,Mumbai,Vashi APMC,4816
Rice,Basmati/Common,FAQ,44.3,48.4,52.75,2025-05-04,Karnataka,Bengaluru,Yeshwantpur APMC,4331
Potato,Desi/Local,FAQ,17.4,18.81,20.65,2025-10-16,Delhi,Delhi,Azadpur APMC,5388
Ginger,Local,FAQ,84.06,90.86,99.72,2025-06-26,Delhi,Delhi,Azadpur APMC,4620
Tur Dal,Unpolished,FAQ,94.72,101.24,110.31,2025-11-01,Karnataka,Bengaluru,Yeshwantpur APMC,5749
Green Chilli,Teja,FAQ,49.32,54.78,58.21,2024-11-26,Maharashtra,Mumbai,Vashi APMC,5627
Urad Dal,Black,FAQ,81.2,85.48,93.44,2024-10-30,Maharashtra,Mumbai,Vashi APMC,6579
Sunflower Oil,Refined,FAQ,134.91,143.85,156.69,2025-04-04,Karnataka,Bengaluru,Yeshwantpur APMC,3489
Potato,Desi/Local,FAQ,30.38,32.64,35.1,2025-05-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4468
Green Chilli,Teja,FAQ,47.18,51.34,55.78,2024-10-23,Maharashtra,Mumbai,Vashi APMC,6097
Sunflower Oil,Refined,FAQ,115.96,124.08,134.18,2024-12-16,Uttar Pradesh,Lucknow,Dubagga Mandi,5736
Sugar,M-30,FAQ,37.98,40.91,43.37,2024-11-01,Delhi,Delhi,Azadpur APMC,5199
Tomato,Hybrid,FAQ,39.26,42.51,46.37,2025-06-13,Uttar Pradesh,Lucknow,Dubagga Mandi,4622
Milk,Toned,FAQ,53.26,58.15,63.83,2025-09-08,Delhi,Delhi,Azadpur APMC,4840
Soya Oil,Refined,FAQ,109.46,117.02,128.16,2024-12-17,Karnataka,Bengaluru,Yeshwantpur APMC,5647
Groundnut Oil,Filtered,FAQ,171.75,188.48,203.4,2025-02-23,Uttar Pradesh,Lucknow,Dubagga Mandi,3779
Wheat,Sharbati,FAQ,28.06,30.65,32.62,2025-01-26,Delhi,Delhi,Azadpur APMC,5090
Wheat,Sharbati,FAQ,24.71,26.84,29.37,2025-08-16,Karnataka,Bengaluru,Yeshwantpur APMC,4887
Potato,Desi/Local,FAQ,33.3,35.43,37.89,2025-04-04,Delhi,Delhi,Azadpur APMC,4282
Potato,Desi/Local,FAQ,18.94,20.63,22.55,2025-08-16,Karnataka,Bengaluru,Yeshwantpur APMC,4988
Moong Dal,Split,FAQ,98.85,106.15,116.08,2025-06-30,Karnataka,Bengaluru,Yeshwantpur APMC,4156
Rice,Basmati/Common,FAQ,40.58,44.07,47.8,2025-09-24,Maharashtra,Mumbai,Vashi APMC,5180
Green Chilli,Teja,FAQ,45.81,49.93,53.45,2025-10-08,Delhi,Delhi,Azadpur APMC,6077
Urad Dal,Black,FAQ,114.96,122.11,129.92,2025-02-27,Maharashtra,Mumbai,Vashi APMC,3335
Sunflower Oil,Refined,FAQ,107.66,117.14,123.09,2025-10-13,Delhi,Delhi,Azadpur APMC,6158
Gram Dal,Desi,FAQ,76.63,81.83,89.25,2025-04-10,Delhi,Delhi,Azadpur APMC,4336
Tomato,Hybrid,FAQ,49.73,54.23,59.18,2025-03-24,Uttar Pradesh,Lucknow,Dubagga Mandi,3158
Wheat,Sharbati,FAQ,27.71,30.62,32.49,2025-07-22,Karnataka,Bengaluru,Yeshwantpur APMC,5075
Atta,Whole Wheat,FAQ,36.69,39.57,42.55,2025-04-24,Maharashtra,Mumbai,Vashi APMC,4461
Salt,Iodized,FAQ,16.8,17.7,19.25,2025-09-13,Maharashtra,Mumbai,Vashi APMC,4911
Tomato,Hybrid,FAQ,34.83,38.67,41.68,2025-07-03,Karnataka,Bengaluru,Yeshwantpur APMC,5599
Tomato,Hybrid,FAQ,29.39,31.97,34.03,2024-11-24,Delhi,Delhi,Azadpur APMC,5625
Salt,Iodized,FAQ,17.27,18.39,20.01,2024-11-02,Karnataka,Bengaluru,Yeshwantpur APMC,5293
Sugar,M-30,FAQ,37.95,40.93,44.72,2025-09-04,Delhi,Delhi,Azadpur APMC,5222
Sugar,M-30,FAQ,39.13,42.25,45.39,2024-12-14,Uttar Pradesh,Lucknow,Dubagga Mandi,5103
Potato,Desi/Local,FAQ,32.01,34.59,37.14,2025-03-02,Delhi,Delhi,Azadpur APMC,3865
Urad Dal,Black,FAQ,110.96,120.7,131.44,2025-03-25,Delhi,Delhi,Azadpur APMC,3636
Groundnut Oil,Filtered,FAQ,195.24,216.38,230.34,2025-04-30,Karnataka,Bengaluru,Yeshwantpur APMC,1513
Potato,Desi/Local,FAQ,19.66,20.91,22.35,2025-10-31,Maharashtra,Mumbai,Vashi APMC,5902
Tomato,Hybrid,FAQ,28.4,31.48,33.28,2024-10-29,Delhi,Delhi,Azadpur APMC,5852
Gram Dal,Desi,FAQ,79.75,84.27,91.38,2025-05-01,Karnataka,Bengaluru,Yeshwantpur APMC,4012
Tomato,Hybrid,FAQ,32.01,35.18,38.37,2025-07-12,Karnataka,Bengaluru,Yeshwantpur APMC,5399
Milk,Toned,FAQ,43.26,46.13,48.92,2024-11-09,Maharashtra,Mumbai,Vashi APMC,6158
Ginger,Local,FAQ,77.62,84.14,91.22,2025-09-24,Maharashtra,Mumbai,Vashi APMC,5338
Atta,Whole Wheat,FAQ,39.67,42.09,45.76,2025-04-13,Maharashtra,Mumbai,Vashi APMC,4181
Green Chilli,Teja,FAQ,48.4,52.84,56.05,2024-11-22,Delhi,Delhi,Azadpur APMC,5744
Tur Dal,Unpolished,FAQ,95.15,102.86,112.75,2025-10-16,Karnataka,Bengaluru,Yeshwantpur APMC,5890
Atta,Whole Wheat,FAQ,36.52,39.53,42.46,2025-05-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4812
Atta,Whole Wheat,FAQ,35.76,38.46,41.53,2025-01-10,Karnataka,Bengaluru,Yeshwantpur APMC,4528
Rice,Basmati/Common,FAQ,36.89,40.82,43.31,2025-09-02,Uttar Pradesh,Lucknow,Dubagga Mandi,5881
Wheat,Sharbati,FAQ,25.18,26.96,28.45,2024-10-26,Maharashtra,Mumbai,Vashi APMC,4826
Ginger,Local,FAQ,77.77,85.38,91.1,2025-08-16,Uttar Pradesh,Lucknow,Dubagga Mandi,5468
Mustard Oil,Kachi Ghani,FAQ,135.35,145.22,153.44,2025-07-04,Karnataka,Bengaluru,Yeshwantpur APMC,4466
Masoor Dal,Red,FAQ,80.61,85.99,92.0,2025-07-06,Uttar Pradesh,Lucknow,Dubagga Mandi,5368
Rice,Basmati/Common,FAQ,36.65,40.34,42.98,2025-10-03,Karnataka,Bengaluru,Yeshwantpur APMC,5175
Moong Dal,Split,FAQ,97.33,103.52,112.8,2025-06-29,Maharashtra,Mumbai,Vashi APMC,4120
Gram Dal,Desi,FAQ,71.94,78.23,84.7,2025-07-20,Delhi,Delhi,Azadpur APMC,4288
Palm Oil,Imported,FAQ,95.71,105.26,114.3,2025-03-02,Delhi,Delhi,Azadpur APMC,3502
Soya Oil,Refined,FAQ,125.36,136.26,149.44,2025-06-05,Uttar Pradesh,Lucknow,Dubagga Mandi,3442
Rice,Basmati/Common,FAQ,39.25,42.78,46.88,2024-12-13,Maharashtra,Mumbai,Vashi APMC,5389
Garlic,Desi,FAQ,99.46,108.75,117.11,2024-11-20,Maharashtra,Mumbai,Vashi APMC,6447
Onion,Red/Nashik,FAQ,33.1,36.54,39.37,2025-07-03,Maharashtra,Mumbai,Vashi APMC,4696
Tur Dal,Unpolished,FAQ,106.5,117.76,124.49,2025-02-09,Karnataka,Bengaluru,Yeshwantpur APMC,4256
Sugar,M-30,FAQ,39.17,41.68,44.03,2025-07-28,Maharashtra,Mumbai,Vashi APMC,5521
Rice,Basmati/Common,FAQ,37.07,40.4,43.4,2024-11-29,Uttar Pradesh,Lucknow,Dubagga Mandi,5312
Mustard Oil,Kachi Ghani,FAQ,135.79,147.23,154.79,2025-02-13,Karnataka,Bengaluru,Yeshwantpur APMC,4610
Urad Dal,Black,FAQ,90.84,97.53,103.29,2025-09-22,Karnataka,Bengaluru,Yeshwantpur APMC,5413
Tomato,Hybrid,FAQ,44.71,49.04,52.8,2025-02-13,Karnataka,Bengaluru,Yeshwantpur APMC,3711
Gram Dal,Desi,FAQ,76.56,83.29,90.82,2025-04-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4440
Tur Dal,Unpolished,FAQ,93.83,103.22,113.04,2024-11-17,Karnataka,Bengaluru,Yeshwantpur APMC,6045
Rice,Basmati/Common,FAQ,47.31,50.96,55.51,2025-05-12,Maharashtra,Mumbai,Vashi APMC,4474
Soya Oil,Refined,FAQ,122.42,134.21,145.8,2025-03-22,Karnataka,Bengaluru,Yeshwantpur APMC,4503
Tomato,Hybrid,FAQ,52.9,56.66,61.53,2025-03-29,Karnataka,Bengaluru,Yeshwantpur APMC,3592
Urad Dal,Black,FAQ,100.34,110.0,117.62,2025-10-21,Maharashtra,Mumbai,Vashi APMC,4000
Tomato,Hybrid,FAQ,27.82,29.47,32.03,2024-11-17,Uttar Pradesh,Lucknow,Dubagga Mandi,5759
Mustard Oil,Kachi Ghani,FAQ,143.16,152.6,166.74,2025-04-12,Uttar Pradesh,Lucknow,Dubagga Mandi,3695
Ginger,Local,FAQ,91.57,101.54,109.2,2024-12-18,Delhi,Delhi,Azadpur APMC,3762
Sugar,M-30,FAQ,44.68,48.09,52.46,2025-05-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4659
Sugar,M-30,FAQ,37.21,40.03,42.23,2024-12-17,Delhi,Delhi,Azadpur APMC,5218
Tomato,Hybrid,FAQ,27.4,30.41,33.33,2025-10-08,Maharashtra,Mumbai,Vashi APMC,5540
Green Chilli,Teja,FAQ,58.81,65.27,68.93,2025-01-20,Karnataka,Bengaluru,Yeshwantpur APMC,4429
Milk,Toned,FAQ,53.05,58.74,63.91,2025-06-02,Karnataka,Bengaluru,Yeshwantpur APMC,5055
Moong Dal,Split,FAQ,103.22,112.6,118.61,2025-01-25,Delhi,Delhi,Azadpur APMC,3676
Gram Dal,Desi,FAQ,62.7,66.52,69.88,2024-10-26,Karnataka,Bengaluru,Yeshwantpur APMC,5477
Sunflower Oil,Refined,FAQ,119.02,130.15,138.5,2025-09-09,Uttar Pradesh,Lucknow,Dubagga Mandi,5403
Sunflower Oil,Refined,FAQ,111.24,117.34,124.28,2024-12-02,Maharashtra,Mumbai,Vashi APMC,5852
Salt,Iodized,FAQ,19.92,21.56,22.7,2025-01-05,Uttar Pradesh,Lucknow,Dubagga Mandi,4521
Onion,Red/Nashik,FAQ,27.97,30.25,32.23,2024-11-28,Delhi,Delhi,Azadpur APMC,5781
Urad Dal,Black,FAQ,98.88,104.94,111.25,2025-11-04,Delhi,Delhi,Azadpur APMC,5183
Salt,Iodized,FAQ,16.89,18.31,19.95,2024-11-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5457
Mustard Oil,Kachi Ghani,FAQ,134.28,143.15,150.48,2025-06-30,Delhi,Delhi,Azadpur APMC,4504
Tur Dal,Unpolished,FAQ,113.81,123.2,134.85,2025-01-15,Delhi,Delhi,Azadpur APMC,3610
Palm Oil,Imported,FAQ,87.18,94.11,99.91,2025-08-18,Uttar Pradesh,Lucknow,Dubagga Mandi,5190
Atta,Whole Wheat,FAQ,30.9,34.16,36.85,2025-10-23,Karnataka,Bengaluru,Yeshwantpur APMC,4713
